title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Garfield: The Movie",movie,"Adventure, Comedy, Family",2004,tt0356634,5.1,96054,US
"Jeepers Creepers",movie,"Horror, Mystery",2001,tt0263488,6.2,146830,JP
"The Marine",movie,"Action, Comedy, Drama",2006,tt0419946,4.8,36306,US
Hellraiser,movie,"Horror, Thriller",1987,tt0093177,6.9,144556,JP
"The Great Silence",movie,"Drama, Western",1968,tt0063032,7.7,18575,JP
"The Banger Sisters",movie,"Comedy, Drama",2002,tt0280460,5.7,17528,US
"The Family Stone",movie,"Comedy, Drama, Romance",2005,tt0356680,6.3,75993,US
"Police Story",movie,"Action, Comedy, Crime",1985,tt0089374,7.5,43199,JP
"Hellbound: Hellraiser II",movie,"Horror, Thriller",1988,tt0095294,6.4,57456,JP
"Hot Shots! Part Deux",movie,"Action, Comedy",1993,tt0107144,6.6,98883,US
Eraser,movie,"Action, Crime, Thriller",1996,tt0116213,6.2,119792,JP
"Femme Fatale",movie,"Crime, Drama, Mystery",2002,tt0280665,6.2,38105,JP
"John Tucker Must Die",movie,"Comedy, Romance",2006,tt0455967,5.7,89359,US
"Ghost in the Shell",movie,"Action, Animation, Crime",1995,tt0113568,7.9,160922,JP
"Clear and Present Danger",movie,"Action, Crime, Drama",1994,tt0109444,6.9,110200,JP
"Transporter 2",movie,"Action, Crime, Thriller",2005,tt0388482,6.3,218322,JP
"The Goonies",movie,"Adventure, Comedy, Family",1985,tt0089218,7.7,305268,JP
"The Mask of Zorro",movie,"Action, Adventure, Comedy",1998,tt0120746,6.8,200938,US
"Mad Max Beyond Thunderdome",movie,"Action, Adventure, Sci-Fi",1985,tt0089530,6.2,155543,JP
"The Fly",movie,"Drama, Horror, Sci-Fi",1986,tt0091064,7.6,208740,US
"The Full Monty",movie,"Comedy, Drama",1997,tt0119164,7.2,115437,US
"The Crow: Salvation",movie,"Action, Crime, Fantasy",2000,tt0132910,4.9,13049,US
"Black Mask",movie,"Action, Adventure, Comedy",1996,tt0115693,6,12473,JP
"The Way of the Dragon",movie,"Action, Adventure, Comedy",1972,tt0068935,7.2,41949,JP
"Dodgeball: A True Underdog Story",movie,"Comedy, Sport",2004,tt0364725,6.7,271797,US
Daredevil,movie,"Action, Crime",2003,tt0287978,5.3,232548,JP
"Spy Kids 2: Island of Lost Dreams",movie,"Action, Adventure, Comedy",2002,tt0287717,5.3,75003,JP
"Garfield: A Tail of Two Kitties",movie,"Adventure, Comedy, Family",2006,tt0455499,5,48379,US
"Red Dragon",movie,"Crime, Drama, Thriller",2002,tt0289765,7.2,296806,JP
Scanners,movie,"Horror, Sci-Fi, Thriller",1981,tt0081455,6.7,63318,JP
"The Hitcher",movie,"Action, Mystery, Thriller",1986,tt0091209,7.2,54350,JP
"House of Flying Daggers",movie,"Action, Adventure, Drama",2004,tt0385004,7.5,117059,JP
"The Exorcist",movie,Horror,1973,tt0070047,8.1,466504,JP
Flubber,movie,"Comedy, Family, Sci-Fi",1997,tt0119137,5.3,96006,US
"That Thing You Do!",movie,"Comedy, Drama, Music",1996,tt0117887,7,75033,US
"Hot Shots!",movie,"Action, Comedy",1991,tt0102059,6.7,118605,US
"Big Momma's House",movie,"Action, Comedy, Crime",2000,tt0208003,5.2,92102,US
"Super Mario Bros.",movie,"Adventure, Comedy, Family",1993,tt0108255,4.2,64000,JP
"Romy and Michele's High School Reunion",movie,Comedy,1997,tt0120032,6.3,54922,US
"The Fast and the Furious: Tokyo Drift",movie,"Action, Crime, Thriller",2006,tt0463985,6.1,306986,JP
"The Negotiator",movie,"Action, Crime, Drama",1998,tt0120768,7.3,157872,JP
"The Italian Job",movie,"Action, Crime, Thriller",2003,tt0317740,7,393765,JP
"Mad Max",movie,"Action, Adventure, Sci-Fi",1979,tt0079501,6.8,234363,JP
"Ju-On: The Grudge 2",movie,"Drama, Horror, Mystery",2003,tt0367913,6.3,11212,JP
"Ring 2",movie,"Horror, Mystery, Sci-Fi",1999,tt0218553,5.9,15036,JP
"Ring 0: Birthday",movie,"Horror, Mystery, Thriller",2000,tt0235712,5.9,10119,JP
Sideways,movie,"Comedy, Drama, Romance",2004,tt0375063,7.5,207710,US
"Gone in 60 Seconds",movie,"Action, Crime, Thriller",2000,tt0187078,6.5,299111,US
"Children of Men",movie,"Action, Drama, Sci-Fi",2006,tt0206634,7.9,538100,JP
"One Missed Call",movie,"Horror, Mystery",2003,tt0366292,6.2,19686,JP
"Blood In, Blood Out",movie,"Biography, Crime, Drama",1993,tt0106469,7.9,35267,US
Swordfish,movie,"Action, Crime, Thriller",2001,tt0244244,6.5,198381,JP
Spiral,movie,"Drama, Fantasy, Horror",1998,tt0134928,5.2,4147,JP
"Hope Floats",movie,"Drama, Romance",1998,tt0119313,6,31067,US
Hannibal,movie,"Crime, Drama, Thriller",2001,tt0212985,6.8,298998,JP
Unbreakable,movie,"Drama, Mystery, Sci-Fi",2000,tt0217869,7.3,449959,US
"The Hills Have Eyes",movie,"Horror, Thriller",2006,tt0454841,6.4,187062,US
"The Hills Have Eyes 2",movie,"Horror, Thriller",2007,tt0800069,5.1,68688,US
"The Fast and the Furious",movie,"Action, Crime, Thriller",2001,tt0232500,6.8,427894,JP
"Happy Feet",movie,"Adventure, Animation, Comedy",2006,tt0366548,6.4,203383,JP
"The Princess Diaries",movie,"Comedy, Family, Romance",2001,tt0247638,6.4,168762,US
"The Cable Guy",movie,"Comedy, Drama, Thriller",1996,tt0115798,6.1,181105,US
"Grandma's Boy",movie,Comedy,2006,tt0456554,6.9,89664,US
Robots,movie,"Adventure, Animation, Comedy",2005,tt0358082,6.4,165571,US
"Curious George",movie,"Adventure, Animation, Comedy",2006,tt0381971,6.5,18504,US
"Arthur and the Invisibles",movie,"Adventure, Animation, Comedy",2006,tt0344854,6,41700,JP
"The Pacifier",movie,"Action, Comedy, Drama",2005,tt0395699,5.6,102433,US
Unleashed,movie,"Action, Crime, Thriller",2005,tt0342258,7,109018,JP
"My Lucky Stars",movie,"Action, Comedy, Crime",1985,tt0089177,6.3,6199,JP
"District B13",movie,"Action, Crime, Sci-Fi",2004,tt0414852,7.1,74737,JP
"Spy Kids",movie,"Action, Adventure, Comedy",2001,tt0227538,5.6,129503,JP
"9½ Weeks",movie,"Drama, Romance",1986,tt0091635,5.9,44496,JP
"Reno 911!: Miami",movie,"Comedy, Crime",2007,tt0499554,5.9,28161,US
"Shinobi: Heart Under Blade",movie,"Action, Drama, Fantasy",2005,tt0475723,6.8,12998,JP
"My Left Foot",movie,"Biography, Drama",1989,tt0097937,7.8,81118,JP
"The Day the Earth Stood Still",movie,"Adventure, Drama, Sci-Fi",2008,tt0970416,5.5,180628,US
"Bedtime Stories",movie,"Adventure, Comedy, Family",2008,tt0960731,6,102559,US
"Muppets from Space",movie,"Adventure, Comedy, Family",1999,tt0158811,6.2,20990,US
"A Walk to Remember",movie,"Drama, Romance",2002,tt0281358,7.3,224351,US
"Funny Games",movie,"Crime, Drama, Thriller",1997,tt0119167,7.5,87249,JP
"The Shaolin Temple",movie,"Action, Comedy, Drama",1982,tt0079891,6.8,4866,JP
"The Ides of March",movie,"Drama, Thriller",2011,tt1124035,7.1,232984,JP
"Freaky Friday",movie,"Comedy, Family, Fantasy",2003,tt0322330,6.3,156599,US
Dobermann,movie,"Action, Comedy, Crime",1997,tt0118996,6.5,19004,JP
Volcano,movie,"Action, Drama, Sci-Fi",1997,tt0120461,5.5,83430,US
"Purple Noon",movie,"Crime, Drama, Thriller",1960,tt0054189,7.7,21247,JP
"My Cousin Vinny",movie,"Comedy, Crime",1992,tt0104952,7.6,145267,US
"Deuce Bigalow: Male Gigolo",movie,"Comedy, Romance",1999,tt0205000,5.7,81233,US
"The Road to Wellville",movie,"Comedy, Drama",1994,tt0111001,5.9,13448,JP
"Perfect Blue",movie,"Animation, Crime, Drama",1997,tt0156887,8,101534,JP
"Bride Wars",movie,"Comedy, Romance",2009,tt0901476,5.5,117450,US
"Sherlock Holmes",movie,"Action, Adventure, Mystery",2009,tt0988045,7.6,680695,JP
"The Crow: City of Angels",movie,"Action, Crime, Fantasy",1996,tt0115986,4.6,22503,JP
"Child's Play",movie,"Horror, Thriller",1988,tt0094862,6.7,121697,JP
Hitman,movie,"Action, Comedy, Crime",1998,tt0163818,6.1,5637,JP
"Once Upon a Time in China and America",movie,"Action, Adventure, History",1997,tt0120530,6.3,4393,JP
"Mean Girls",movie,Comedy,2004,tt0377092,7.1,448612,JP
"Magnum Force",movie,"Action, Crime, Mystery",1973,tt0070355,7.2,68119,JP
"The Enforcer",movie,"Action, Crime, Thriller",1976,tt0074483,6.7,50274,JP
"The Waterboy",movie,"Comedy, Sport",1998,tt0120484,6.2,182261,US
[Rec]²,movie,"Horror, Thriller",2009,tt1245112,6.5,80140,JP
"Bringing Down the House",movie,Comedy,2003,tt0305669,5.6,39732,US
"The Client",movie,"Crime, Drama, Mystery",1994,tt0109446,6.7,75078,JP
"Police Story 2",movie,"Action, Comedy, Crime",1988,tt0095403,7.1,23164,JP
"Damien: Omen II",movie,Horror,1978,tt0077394,6.2,37961,US
"The Final Conflict",movie,Horror,1981,tt0082377,5.5,24204,US
"Infernal Affairs",movie,"Action, Crime, Drama",2002,tt0338564,8,133192,JP
Showgirls,movie,Drama,1995,tt0114436,5.1,76456,JP
"Dr. Dolittle 2",movie,"Comedy, Family, Fantasy",2001,tt0240462,4.7,48037,US
"Water Lilies",movie,"Drama, Romance",2007,tt0869977,6.7,13927,JP
Revolver,movie,"Action, Crime, Drama",2005,tt0365686,6.3,104493,JP
"Joy Ride",movie,"Action, Mystery, Thriller",2001,tt0206314,6.6,77669,US
Malena,movie,"Drama, Romance, War",2000,tt0213847,7.4,114660,JP
"High School Musical",movie,"Comedy, Drama, Family",2006,tt0475293,5.6,98787,US
"Armour of God",movie,"Action, Adventure, Comedy",1986,tt0091431,6.9,22628,JP
"Farewell My Concubine",movie,"Drama, Music, Romance",1993,tt0106332,8.1,34114,JP
"Wonder Boys",movie,"Comedy, Drama",2000,tt0185014,7.2,67169,JP
Taxi,movie,"Action, Comedy, Crime",2004,tt0316732,4.6,45544,"JP, US"
"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem",movie,"Adventure, Animation, Music",2003,tt0368667,7.8,15790,JP
Stalingrad,movie,"Drama, War",1993,tt0108211,7.5,38339,JP
"The Associate",movie,Comedy,1996,tt0115580,6.1,9234,US
"The Princess Diaries 2: Royal Engagement",movie,"Comedy, Family, Romance",2004,tt0368933,5.8,91209,US
Supercop,movie,"Action, Comedy, Crime",1992,tt0104558,7,24858,JP
"My Sassy Girl",movie,"Comedy, Drama, Romance",2001,tt0293715,8,51097,JP
"Child's Play 2",movie,"Horror, Thriller",1990,tt0099253,6,59727,JP
"Child's Play 3",movie,"Horror, Thriller",1991,tt0103956,5.2,47814,JP
"Wheels on Meals",movie,"Action, Comedy, Crime",1984,tt0087578,7,15640,JP
"Shall We Dance?",movie,"Comedy, Drama, Music",1996,tt0117615,7.7,11867,JP
"Hard Rain",movie,"Action, Crime, Drama",1998,tt0120696,5.9,37770,JP
"The Cannonball Run",movie,"Action, Comedy, Sport",1981,tt0082136,6.2,40966,JP
"Dead or Alive",movie,"Action, Crime, Drama",1999,tt0221111,6.7,8678,JP
"Shutter Island",movie,"Drama, Mystery, Thriller",2010,tt1130884,8.2,1500054,JP
"A Bittersweet Life",movie,"Action, Crime, Drama",2005,tt0456912,7.5,43706,JP
"Never Been Kissed",movie,"Comedy, Drama, Romance",1999,tt0151738,6,99119,US
"The Score",movie,"Action, Crime, Drama",2001,tt0227445,6.8,135614,JP
House,movie,"Comedy, Fantasy, Horror",1985,tt0091223,6.1,30822,JP
"The Mission",movie,"Adventure, Drama, History",1986,tt0091530,7.4,66998,JP
"Black Knight",movie,"Adventure, Comedy, Fantasy",2001,tt0265087,4.9,43961,US
"A Better Tomorrow",movie,"Action, Crime, Drama",1986,tt0092263,7.4,26067,JP
"Sweet Home Alabama",movie,"Comedy, Romance",2002,tt0256415,6.2,126108,US
"Book of Shadows: Blair Witch 2",movie,"Adventure, Fantasy, Horror",2000,tt0229260,4,40630,JP
"The Young Master",movie,"Action, Adventure, Comedy",1980,tt0081499,7,8430,JP
"Big Momma's House 2",movie,"Comedy, Crime",2006,tt0421729,4.8,47183,US
"Hellraiser III: Hell on Earth",movie,Horror,1992,tt0104409,5.5,35879,JP
"The Dark Crystal",movie,"Adventure, Family, Fantasy",1982,tt0083791,7.1,73092,US
Ran,movie,"Action, Drama, War",1985,tt0089881,8.2,139163,JP
"Infernal Affairs II",movie,"Action, Crime, Drama",2003,tt0369060,7.2,20156,JP
Casshern,movie,"Action, Sci-Fi",2004,tt0405821,6,13861,JP
"Fist of Fury",movie,"Action, Drama, Romance",1972,tt0068767,7.2,34794,JP
"The 36th Chamber of Shaolin",movie,"Action, Adventure, Drama",1978,tt0078243,7.6,18836,JP
"Father of the Bride",movie,"Comedy, Family, Romance",1991,tt0101862,6.6,86089,US
"The Hot Chick",movie,"Comedy, Fantasy",2002,tt0302640,5.6,104523,US
"Father of the Bride Part II",movie,"Comedy, Family, Romance",1995,tt0113041,6.1,42406,US
"High School Musical 3: Senior Year",movie,"Comedy, Drama, Family",2008,tt0962726,5,68801,US
Suspiria,movie,Horror,1977,tt0076786,7.3,108954,JP
"Bullet in the Head",movie,"Action, Crime, Drama",1990,tt0099426,7.5,11940,JP
"In Her Shoes",movie,"Comedy, Drama, Romance",2005,tt0388125,6.5,65729,US
"Capricorn One",movie,"Action, Adventure, Drama",1977,tt0077294,6.8,25555,JP
"When the Cat's Away",movie,"Comedy, Romance",1996,tt0115856,6.9,3649,JP
Tombstone,movie,"Biography, Drama, History",1993,tt0108358,7.8,171792,US
"Thirteen Days",movie,"Drama, History, Thriller",2000,tt0146309,7.3,63689,JP
"Men of Honor",movie,"Biography, Drama",2000,tt0203019,7.2,126901,US
"Don't Say a Word",movie,"Drama, Mystery, Thriller",2001,tt0260866,6.3,57821,US
"Body of Lies",movie,"Action, Drama, Thriller",2008,tt0758774,7,242119,JP
"Ghost in the Shell 2: Innocence",movie,"Animation, Drama, Mystery",2004,tt0347246,7.4,40949,JP
"The Hurt Locker",movie,"Drama, Thriller, War",2008,tt0887912,7.5,478854,JP
"Dark Water",movie,"Drama, Horror, Mystery",2002,tt0308379,6.7,35640,JP
"Spy Kids 3: Game Over",movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,67588,JP
"Harry Potter and the Deathly Hallows: Part 1",movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,613287,JP
"Harry Potter and the Deathly Hallows: Part 2",movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,969413,JP
"The Big Boss",movie,"Action, Crime, Drama",1971,tt0067824,6.9,30076,JP
"The Twilight Samurai",movie,"Drama, Romance",2002,tt0351817,8.1,25949,JP
Silkwood,movie,"Biography, Drama, History",1983,tt0086312,7.1,22906,US
Calvaire,movie,"Drama, Horror, Thriller",2004,tt0407621,6.1,14184,JP
Shocker,movie,"Comedy, Horror, Thriller",1989,tt0098320,5.5,18205,JP
"The Black Tulip",movie,"Action, Adventure, Comedy",1964,tt0058692,6.6,2907,JP
"Street Fighter II: The Animated Movie",movie,"Action, Adventure, Animation",1994,tt0114563,7.2,10146,JP
"Random Hearts",movie,"Drama, Mystery, Romance",1999,tt0156934,5.3,24141,US
"La Belle Noiseuse",movie,Drama,1991,tt0101428,7.5,9672,JP
"Il Mare",movie,"Drama, Fantasy, Romance",2000,tt0282599,7.5,9605,JP
"The Secret Life of Bees",movie,Drama,2008,tt0416212,7.2,28376,US
"The Place Promised in Our Early Days",movie,"Animation, Drama, Romance",2004,tt0381348,6.8,15411,JP
"Sweet Rain: Accuracy of Death",movie,"Comedy, Drama, Fantasy",2008,tt1067086,6.8,1257,JP
"Son in Law",movie,"Comedy, Drama, Romance",1993,tt0108186,5.9,23106,US
"Friday the 13th",movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,119875,JP
"FernGully: The Last Rainforest",movie,"Adventure, Animation, Family",1992,tt0104254,6.5,34834,US
"Let the Right One In",movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,230150,JP
"Big Bang Love, Juvenile A",movie,"Drama, Fantasy",2006,tt0497876,6.7,2120,JP
"Game of Death",movie,"Action, Crime, Drama",1978,tt0077594,5.9,22812,JP
"The Tit and the Moon",movie,"Comedy, Romance",1994,tt0111403,6.3,3466,JP
"Transporter 3",movie,"Action, Adventure, Thriller",2008,tt1129442,6.1,179166,JP
"Santa Claus Is Comin' to Town",movie,"Adventure, Animation, Comedy",1970,tt0066327,7.7,17741,US
"Always: Sunset on Third Street",movie,"Comedy, Drama, Family",2005,tt0488870,7.7,2538,JP
"Star Trek",movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,624850,JP
"When in Rome",movie,"Comedy, Romance",2010,tt1185416,5.5,65211,US
"Five Deadly Venoms",movie,"Action, Drama, Mystery",1978,tt0077559,7,8168,JP
Drumline,movie,"Comedy, Drama, Music",2002,tt0303933,6,36438,US
"The Changeling",movie,"Horror, Mystery",1980,tt0080516,7.1,41397,JP
Labyrinth,movie,"Adventure, Family, Fantasy",1986,tt0091369,7.3,153584,US
"Camp Rock",movie,"Comedy, Family, Music",2008,tt1055366,5.2,38215,US
"Frosty the Snowman",movie,"Animation, Comedy, Drama",1969,tt0064349,7.3,21740,US
"Fast & Furious",movie,"Action, Crime, Thriller",2009,tt1013752,6.5,316916,JP
Exiled,movie,"Action, Crime, Drama",2006,tt0796212,7.2,9807,JP
Knowing,movie,"Action, Mystery, Sci-Fi",2009,tt0448011,6.2,251637,JP
Defiance,movie,"Action, Drama, History",2008,tt1034303,7.1,157167,JP
"Race to Witch Mountain",movie,"Action, Adventure, Family",2009,tt1075417,5.7,63850,US
"The Chaser",movie,"Action, Crime, Drama",2008,tt1190539,7.8,74575,JP
Madadayo,movie,Drama,1993,tt0107474,7.3,6297,JP
"The Machine Girl",movie,"Action, Comedy, Horror",2008,tt1050160,5.9,10824,JP
"Sword of the Stranger",movie,"Action, Adventure, Animation",2007,tt1121794,7.7,18635,JP
"One Missed Call 2",movie,"Horror, Mystery",2005,tt0451010,5.3,3703,JP
"The Girl Who Leapt Through Time",movie,"Adventure, Animation, Comedy",2006,tt0808506,7.7,72058,JP
"9th Company",movie,"Action, Drama, History",2005,tt0417397,7.1,21892,JP
Aquamarine,movie,"Comedy, Family, Fantasy",2006,tt0429591,5.4,46019,US
"Ninja Scroll",movie,"Action, Adventure, Animation",1993,tt0107692,7.8,41802,JP
"Cadillac Records",movie,"Biography, Drama, Music",2008,tt1042877,7,23433,US
"Marley & Me",movie,"Drama, Family",2008,tt0822832,7,169943,"JP, US"
"Infernal Affairs III",movie,"Action, Crime, Drama",2003,tt0374339,6.8,15002,JP
"Red Shadow: Akakage",movie,"Action, Adventure, Comedy",2001,tt0294280,5.5,968,JP
Notorious,movie,"Biography, Crime, Drama",2009,tt0472198,6.7,46576,US
"When the Last Sword Is Drawn",movie,"Drama, History",2002,tt0359692,7.4,5427,JP
"Adrift in Tokyo",movie,Comedy,2007,tt1098226,7.2,3142,JP
Harakiri,movie,"Action, Drama, Mystery",1962,tt0056058,8.6,72742,JP
"Stealing Beauty",movie,"Drama, Mystery, Romance",1996,tt0117737,6.5,30963,JP
Rings,movie,"Drama, Horror, Mystery",2017,tt0498381,4.5,43868,JP
"Patlabor: The Movie",movie,"Action, Animation, Crime",1989,tt0100339,7,5796,JP
"Patlabor 2: The Movie",movie,"Action, Animation, Drama",1993,tt0124770,7.5,4745,JP
Lassie,movie,"Adventure, Comedy, Drama",2005,tt0431213,6.7,4735,JP
"Nothing But the Truth",movie,"Crime, Drama, Mystery",2008,tt1073241,7.1,40265,JP
"Afro Samurai: Resurrection",movie,"Action, Adventure, Animation",2009,tt1265998,7.1,9614,US
"Ip Man",movie,"Action, Biography, Drama",2008,tt1220719,8,235915,JP
"Tom and Jerry: The Magic Ring",movie,"Adventure, Animation, Comedy",2001,tt0303151,6.2,3769,JP
"Crows Zero",movie,"Action, Comedy, Crime",2007,tt1016290,7,9078,JP
"Welcome to Dongmakgol",movie,"Comedy, Drama, War",2005,tt0475783,7.6,7638,JP
"Rachel Getting Married",movie,"Drama, Romance",2008,tt1084950,6.7,51875,US
"Fat Albert",movie,"Comedy, Family, Fantasy",2004,tt0396592,4.4,13149,US
"The Witch of the West Is Dead",movie,"Drama, Family",2008,tt1196210,6.6,220,JP
"Galaxy Express 999",movie,"Action, Adventure, Animation",1979,tt0080772,7.4,2441,JP
"District 13: Ultimatum",movie,"Action, Crime, Thriller",2009,tt1247640,6.5,46620,JP
"The Terrible Children",movie,Drama,1950,tt0042436,6.9,4408,JP
"Monsters vs. Aliens",movie,"Action, Adventure, Animation",2009,tt0892782,6.4,179390,US
"Bleach: Memories of Nobody",movie,"Action, Adventure, Animation",2006,tt1105263,7.1,5014,JP
Hinokio,movie,"Drama, Sci-Fi",2005,tt0466375,6.4,633,JP
"What's Love Got to Do with It",movie,"Biography, Drama, Music",1993,tt0108551,7.3,25268,US
Install,movie,Drama,2004,tt0439631,5.7,290,JP
"A Moment to Remember",movie,"Drama, Romance",2004,tt0428870,8.1,25978,JP
"The Sky Crawlers",movie,"Animation, Drama, Sci-Fi",2008,tt1056437,6.7,5977,JP
"Death Note: The Last Name",movie,"Adventure, Crime, Drama",2006,tt0810827,7.2,17860,JP
"Jar City",movie,"Crime, Drama, Mystery",2006,tt0805576,6.8,5674,JP
"Simply Irresistible",movie,"Comedy, Drama, Fantasy",1999,tt0145893,5.2,15096,US
"Fantastic Planet",movie,"Animation, Sci-Fi",1973,tt0070544,7.7,38239,JP
"Kinky Boots",movie,"Comedy, Drama, Music",2005,tt0434124,7.1,21851,JP
"The Brothers McMullen",movie,"Comedy, Drama, Romance",1995,tt0112585,6.6,8321,US
Inferno,movie,Horror,1980,tt0080923,6.5,24705,JP
"WXIII: Patlabor",movie,"Action, Animation, Crime",2001,tt0318819,6.6,1441,JP
"Dragon Lord",movie,"Action, Comedy, Sport",1982,tt0084266,6.3,4549,JP
Departures,movie,Drama,2008,tt1069238,8,55639,JP
"Yo-Yo Girl Cop",movie,Action,2006,tt0781084,4.9,1203,JP
"9 Souls",movie,"Adventure, Comedy, Crime",2003,tt0370244,7.1,1944,JP
"Bleach the Movie 2: The DiamondDust Rebellion",movie,"Action, Animation, Mystery",2007,tt1148261,7,3595,JP
Shutter,movie,"Horror, Mystery, Thriller",2004,tt0440803,7,50420,JP
"What We Do Is Secret",movie,"Biography, Drama, Music",2007,tt0384683,6.3,2086,JP
"Bleach: Fade to Black, I Call Your Name",movie,"Action, Animation, Drama",2008,tt1339302,7.1,2783,JP
"The Princess Blade",movie,"Action, Sci-Fi",2001,tt0310149,5.6,3100,JP
"Summer Days with Coo",movie,"Adventure, Animation, Comedy",2007,tt1179773,7.4,2201,JP
"Miami Rhapsody",movie,"Comedy, Romance",1995,tt0113808,5.4,3575,US
Diggers,movie,"Comedy, Drama",2006,tt0469897,6.3,3056,US
"Laid to Rest",movie,"Horror, Thriller",2009,tt1228933,5.2,9157,JP
"District 9",movie,"Action, Sci-Fi, Thriller",2009,tt1136608,7.9,726089,JP
"King of Hearts",movie,"Comedy, Drama, War",1966,tt0060908,7.3,4478,JP
"Omen IV: The Awakening",movie,Horror,1991,tt0102585,3.9,8383,US
"Golgo 13: The Professional",movie,"Action, Animation, Crime",1983,tt0086148,6.8,3446,JP
"Tetsuo II: Body Hammer",movie,"Drama, Fantasy, Horror",1992,tt0105569,6.4,5226,JP
"Hannah Montana: The Movie",movie,"Comedy, Drama, Family",2009,tt1114677,4.7,46495,US
"Tokyo Story",movie,Drama,1953,tt0046438,8.1,70667,JP
"The Proposal",movie,"Comedy, Drama, Romance",2009,tt1041829,6.8,371083,US
"A Better Tomorrow II",movie,"Action, Crime, Drama",1987,tt0094357,7.2,11580,JP
"Night at the Museum: Battle of the Smithsonian",movie,"Adventure, Comedy, Family",2009,tt1078912,6,216648,"JP, US"
